path_id,day,ticker_source,Open,High,Low,Close,Volume
1,0,WMT,131.82111425071517,133.28257715187533,130.01242980187462,131.47,858708.9698105508
1,1,WMT,130.3673455794287,131.22315890037703,129.49932769108176,130.35506036414358,971102.0102773964
1,2,WMT,126.46728605130158,127.17154859304578,126.06090300253568,126.76421142056469,684128.3805870782
1,3,WMT,124.7415974909316,125.84651603780848,123.8732239585176,124.97650720981954,877408.768420419
1,4,WMT,121.4218536795513,123.26145026376594,119.31216002179832,121.1476015610593,2221526.927161541
1,5,WMT,121.4298890755187,121.81230260239845,121.00932095345165,121.39161394222646,975936.3500711438
1,6,WMT,126.65266422458717,126.68397605877327,126.60919751607459,126.64050634451635,919862.388660228
1,7,WMT,124.6936894163824,124.79088017435136,124.60984103246315,124.70702282458359,1204820.9873449183
1,8,WMT,122.31731981434713,122.40909883234926,122.21615417132783,122.30792614092402,1281258.2944442476
1,9,WMT,124.42449155318545,125.54113629308289,123.10938102939275,124.22422851324067,677179.3646847581
1,10,WMT,125.78222630382999,125.84891491860672,125.57668184059344,125.64329679618407,930060.5625057991
1,11,WMT,126.13040897922515,126.16943209264413,126.03700058868185,126.07600687079372,1379052.3278593656
1,12,WMT,122.19401053753054,123.71336675069983,120.93241892755728,122.44914104672773,1099046.7027266778
1,13,WMT,122.47592052061177,124.30495970611919,120.52361699030612,122.3507874551776,1043607.974120858
1,14,WMT,124.90351097616048,125.21162844815429,124.76662769274256,125.07455771252857,1722723.0094700656
1,15,WMT,120.16631446062203,120.90298775583841,119.16865155872334,119.90371500171463,788817.3615369478
1,16,WMT,117.90169753448004,118.2632449495406,117.8404055072133,118.20179691349956,1029384.5128461593
1,17,WMT,111.31377116302166,111.88565547626172,110.77267823832202,111.344413599591,833584.2243891141
1,18,WMT,106.92361363150587,107.56026619001729,106.28854397981134,106.92518719220534,1684734.324034351
1,19,WMT,100.64391726439246,100.95825332747545,100.59669501609169,100.91090580782561,505023.0840573764
1,20,WMT,100.52385661746646,101.36287249783064,99.3421222891495,100.17825361637401,790927.0081439528
1,21,WMT,96.5507657707053,97.0189263384078,95.80237527819624,96.26917043120783,830933.9763630129
1,22,WMT,97.0166668014112,97.1873863512314,96.93601447972578,97.10665921665597,1261421.0060958434
1,23,WMT,97.7495303802287,97.94503593692244,97.40357194958514,97.598775987475,1236390.7089371174
1,24,WMT,97.11077489649365,97.25289848571528,96.89523969448545,97.03725568685225,1629572.9572618704
1,25,WMT,89.18520729913051,90.17421157516542,88.66632459003114,89.6526095034123,576424.1632167683
1,26,WMT,88.19882801187138,88.86769938925137,87.48613295375775,88.154669446867,1300392.644585259
1,27,WMT,88.0196740119813,88.19757379864505,87.85259435956921,88.03047364628036,902444.6209366093
1,28,WMT,88.37032130120619,88.75827431989302,87.96772618134827,88.35561463656109,792178.2629275118
1,29,WMT,84.02707374754138,84.36581343044182,83.86984139093938,84.20824206974304,1207858.5359824395
1,30,WMT,82.91567259749915,82.96329205857903,82.91273293628808,82.96035081336322,724662.7868201358
1,31,WMT,80.42327499118204,81.32875431118698,79.54678562949778,80.45195240997366,483395.72548321367
1,32,WMT,78.62409109015671,78.66630989943947,78.39536861648406,78.43748722501556,878467.40845844
1,33,WMT,81.1665965058498,82.03855978298373,80.24094578893832,81.11232604484097,592017.077092193
1,34,WMT,79.08369142818005,79.4746010013645,78.6936648177085,79.08457005764969,796824.7293402695
1,35,WMT,79.25489620595887,79.44152792393015,78.8268477866268,79.01290966771076,1138878.683424952
1,36,WMT,81.16419668438039,82.60337958897587,79.81669357636252,81.25437925315708,1115385.3058078645
1,37,WMT,79.72171237065824,79.84223517531929,79.6633513271537,79.78382865899063,1742663.7042205995
1,38,WMT,79.22459930790907,79.60902739088999,79.1289065448428,79.51298629475741,932506.4958492792
1,39,WMT,80.05033835416374,80.15153747537805,79.69863518235627,79.79951721710756,584694.3442878475
1,40,WMT,80.12379366250669,80.39577693920229,79.69795143384371,79.96941065151421,767486.8756306592
